年度,日付,曜日,週末/祝日,球場,試合時間,ホーム球団,ビジター球団,ホーム得点,ビジター得点,ホーム安打,ビジター安打,ホーム失策,ビジター失策,ホームラン_ホーム,ホームラン_ビジター,ホームラン合計,HR詳細_ホーム,HR詳細_ビジター,ホーム勝利,得点差,逆転あり,サヨナラ,延長戦,リード変化回数,最終得点イニング,イニング別得点,勝利投手,敗戦投手,セーブ投手,URL
2022,2022年4月8日（金）,金,0,ベルーナドーム,3時間1分,埼玉西武ライオンズ,福岡ソフトバンクホークス,1,8,3,13,0,0,0,1,1,,牧原大1号（9回2ランボー・タカハシ）,0,7,0,0,0,0,9,"0(0),0(0),1(1),0(4),0(0),0(0),0(0),0(0),0(3)",千賀（2勝0敗）,髙橋光成（0勝2敗）,,https://npb.jp/scores/2022/0408/l-h-01/
2022,2022年4月8日（金）,金,0,ZOZOマリン,2時間48分,千葉ロッテマリーンズ,オリックス・バファローズ,5,0,8,6,1,0,1,0,1,マーティン1号（7回2ラン山岡）,,1,5,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),0(0),2(0),3(0),x(0)",石川（2勝0敗）,山岡（1勝1敗）,,https://npb.jp/scores/2022/0408/m-b-01/
2022,2022年4月8日（金）,金,0,甲子園,4時間53分,阪神タイガース,広島東洋カープ,3,3,10,10,1,2,1,0,1,大山2号（4回ソロ大瀬良）,,0,0,0,0,1,0,6,"0(1),0(1),0(0),1(1),1(0),1(0),0(0),0(0),0(0),0(0),0(0),0(0)",,,,https://npb.jp/scores/2022/0408/t-c-04/
2022,2022年4月9日（土）,土,1,札幌ドーム,3時間13分,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,5,8,11,13,0,0,1,1,2,万波2号（5回ソロ涌井）,炭谷1号（2回ソロ河野）,0,3,0,0,0,1,9,"1(0),0(1),1(4),0(0),1(0),0(0),0(3),1(0),1(0)",涌井（1勝1敗）,河野（0勝2敗）,,https://npb.jp/scores/2022/0409/f-e-02/
2022,2022年4月9日（土）,土,1,東京ドーム,3時間22分,読売ジャイアンツ,東京ヤクルトスワローズ,3,2,9,6,1,0,2,1,3,大城2号（4回ソロ小川）、立岡1号（10回ソロ梅野）,塩見2号（1回ソロシューメーカー）,1,1,0,0,1,0,6,"1(1),0(0),0(0),1(0),0(0),0(1),0(0),0(0),0(0),1x(0)",大勢（1勝0敗）,梅野（2勝1敗）,,https://npb.jp/scores/2022/0409/g-s-05/
2022,2022年4月9日（土）,土,1,ベルーナドーム,4時間2分,埼玉西武ライオンズ,福岡ソフトバンクホークス,0,0,4,6,0,0,0,0,0,,,0,0,0,0,1,0,0,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0)",,,,https://npb.jp/scores/2022/0409/l-h-02/
2022,2022年4月9日（土）,土,1,ZOZOマリン,3時間3分,千葉ロッテマリーンズ,オリックス・バファローズ,2,4,10,7,1,1,1,1,2,レアード2号（7回ソロ山本）,佐野皓2号（5回3ラン小島）,0,2,1,0,0,1,8,"1(0),0(0),0(0),0(0),0(3),0(0),1(0),0(1),0(0)",山本（3勝0敗）,小島（0勝1敗）,平野佳（3セ）,https://npb.jp/scores/2022/0409/m-b-02/
2022,2022年4月9日（土）,土,1,甲子園,3時間23分,阪神タイガース,広島東洋カープ,1,9,7,13,2,0,1,0,1,佐藤輝2号（4回ソロ森下）,,0,8,0,0,0,0,6,"0(0),0(3),0(3),1(0),0(0),0(3),0(0),0(0),0(0)",森下（2勝0敗）,秋山（0勝2敗）,,https://npb.jp/scores/2022/0409/t-c-05/
2022,2022年4月10日（日）,日,1,札幌ドーム,3時間59分,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,3,2,11,5,0,0,0,0,0,,,1,1,0,0,1,0,7,"0(0),0(0),0(0),1(0),0(0),1(0),0(2),0(0),0(0),1x(0)",北山（2勝0敗）,松井裕（1勝1敗）,,https://npb.jp/scores/2022/0410/f-e-03/
2022,2022年4月10日（日）,日,1,東京ドーム,2時間42分,読売ジャイアンツ,東京ヤクルトスワローズ,1,2,4,6,0,0,1,1,2,丸3号（2回ソロ高橋）,山田4号（4回ソロ赤星）,0,1,1,0,0,1,7,"0(0),1(0),0(0),0(1),0(0),0(0),0(1),0(0),0(0)",高橋（2勝0敗）,赤星（1勝1敗）,,https://npb.jp/scores/2022/0410/g-s-06/
2022,2022年4月10日（日）,日,1,ベルーナドーム,3時間17分,埼玉西武ライオンズ,福岡ソフトバンクホークス,6,0,12,2,0,1,1,0,1,オグレディ1号（1回ソロ大関）,,1,6,0,1,0,0,6,"1(0),1(0),0(0),0(0),3(0),1(0),0(0),0(0),x(0)",エンス（1勝0敗）,大関（1勝1敗）,,https://npb.jp/scores/2022/0410/l-h-03/
2022,2022年4月10日（日）,日,1,ZOZOマリン,2時間30分,千葉ロッテマリーンズ,オリックス・バファローズ,6,0,9,0,0,0,0,0,0,,,1,6,0,1,0,0,6,"1(0),0(0),0(0),0(0),0(0),5(0),0(0),0(0),x(0)",佐々木朗（2勝0敗）,宮城（0勝2敗）,,https://npb.jp/scores/2022/0410/m-b-03/
2022,2022年4月10日（日）,日,1,甲子園,2時間24分,阪神タイガース,広島東洋カープ,0,1,6,4,0,0,0,1,1,,マクブルーム2号（2回ソロガンケル）,0,1,0,0,0,0,2,"0(0),0(1),0(0),0(0),0(0),0(0),0(0),0(0),0(0)",遠藤（1勝1敗）,ガンケル（0勝2敗）,栗林（4セ）,https://npb.jp/scores/2022/0410/t-c-06/
2022,2022年4月12日（火）,火,0,バンテリンドーム,2時間54分,中日ドラゴンズ,阪神タイガース,2,1,10,6,1,0,0,1,1,,佐藤輝3号（6回ソロ大野雄）,1,1,1,1,0,1,8,"0(0),0(0),0(0),0(0),0(0),0(1),0(0),2(0),x(0)",祖父江（1勝0敗）,湯浅（0勝1敗）,R.マルティネス（4セ）,https://npb.jp/scores/2022/0412/d-t-01/
2022,2022年4月12日（火）,火,0,那　覇,3時間4分,読売ジャイアンツ,横浜DeNAベイスターズ,10,4,15,13,0,3,1,1,2,丸4号（3回2ランロメロ）,梶原1号（3回2ラン戸郷）,1,6,0,1,0,0,9,"1(0),1(0),4(2),4(0),0(1),0(0),0(0),0(0),x(1)",戸郷（2勝1敗）,ロメロ（1勝2敗）,,https://npb.jp/scores/2022/0412/g-db-01/
2022,2022年4月12日（火）,火,0,長　崎,2時間51分,福岡ソフトバンクホークス,千葉ロッテマリーンズ,0,3,4,4,1,2,0,0,0,,,0,3,0,0,0,0,9,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(3)",西野（1勝1敗）,森（0勝2敗）,益田（3セ）,https://npb.jp/scores/2022/0412/h-m-04/
2022,2022年4月12日（火）,火,0,ベルーナドーム,2時間57分,埼玉西武ライオンズ,北海道日本ハムファイターズ,0,3,4,8,0,0,0,0,0,,,0,3,0,0,0,0,9,"0(1),0(0),0(0),0(1),0(0),0(0),0(0),0(0),0(1)",加藤（1勝1敗）,佐藤（1勝2敗）,北山（1セ）,https://npb.jp/scores/2022/0412/l-f-04/
2022,2022年4月12日（火）,火,0,松　山,3時間16分,東京ヤクルトスワローズ,広島東洋カープ,3,1,5,7,0,0,0,0,0,,,1,2,0,1,0,0,8,"0(0),0(0),0(0),1(0),0(0),0(1),0(0),2(0),x(0)",清水（1勝1敗）,中﨑（1勝2敗）,マクガフ（3セ）,https://npb.jp/scores/2022/0412/s-c-01/
2022,2022年4月13日（水）,水,0,バンテリンドーム,3時間,中日ドラゴンズ,阪神タイガース,1,0,6,3,2,0,0,0,0,,,1,1,0,0,1,0,0,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),1x(0)",清水（3勝0敗）,加治屋（0勝1敗）,,https://npb.jp/scores/2022/0413/d-t-02/
2022,2022年4月13日（水）,水,0,那　覇,2時間57分,読売ジャイアンツ,横浜DeNAベイスターズ,4,3,10,8,1,0,1,0,1,丸5号（3回3ラン東）,,1,1,1,1,0,1,6,"0(1),0(0),3(0),1(1),0(0),0(1),0(0),0(0),x(0)",メルセデス（3勝0敗）,東（0勝2敗）,大勢（8セ）,https://npb.jp/scores/2022/0413/g-db-02/
2022,2022年4月13日（水）,水,0,ベルーナドーム,2時間32分,埼玉西武ライオンズ,北海道日本ハムファイターズ,4,3,7,6,1,0,0,1,1,,石井2号（5回2ラン松本）,1,1,0,1,0,0,7,"2(0),0(0),2(0),0(0),0(2),0(0),0(1),0(0),x(0)",松本（2勝1敗）,立野（1勝1敗）,増田（3セ）,https://npb.jp/scores/2022/0413/l-f-05/
2022,2022年4月13日（水）,水,0,松　山,2時間57分,東京ヤクルトスワローズ,広島東洋カープ,1,5,7,10,3,0,1,0,1,濱田2号（6回ソロ床田）,,0,4,0,0,0,0,7,"0(0),0(3),0(0),0(1),0(0),1(0),0(1),0(0),0(0)",床田（2勝0敗）,高梨（2勝1敗）,,https://npb.jp/scores/2022/0413/s-c-02/
2022,2022年4月14日（木）,木,0,バンテリンドーム,2時間55分,中日ドラゴンズ,阪神タイガース,4,1,12,7,0,0,0,0,0,,,1,3,0,1,0,0,9,"2(0),0(0),2(0),0(0),0(0),0(0),0(0),0(0),x(1)",柳（2勝0敗）,桐敷（0勝2敗）,,https://npb.jp/scores/2022/0414/d-t-03/
2022,2022年4月14日（木）,木,0,PayPayドーム,2時間53分,福岡ソフトバンクホークス,千葉ロッテマリーンズ,4,0,7,4,0,0,0,0,0,,,1,4,0,1,0,0,8,"2(0),0(0),0(0),0(0),0(0),0(0),0(0),2(0),x(0)",千賀（3勝0敗）,二木（1勝1敗）,,https://npb.jp/scores/2022/0414/h-m-05/
2022,2022年4月15日（金）,金,0,京セラD大阪,2時間48分,オリックス・バファローズ,埼玉西武ライオンズ,1,6,5,7,1,1,0,0,0,,,0,5,1,0,0,1,8,"0(0),0(0),0(0),1(0),0(4),0(0),0(0),0(2),0(0)",髙橋光成（1勝2敗）,山﨑福（0勝2敗）,,https://npb.jp/scores/2022/0415/b-l-04/
2022,2022年4月15日（金）,金,0,横　浜,2時間39分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,2,3,8,8,0,0,1,1,2,ソト1号（6回2ラン金久保）,塩見3号（3回ソロ坂本）,0,1,0,0,0,0,6,"0(0),0(0),0(1),0(2),0(0),2(0),0(0),0(0),0(0)",金久保（1勝0敗）,坂本（0勝1敗）,マクガフ（4セ）,https://npb.jp/scores/2022/0415/db-s-03/
2022,2022年4月15日（金）,金,0,甲子園,2時間54分,阪神タイガース,読売ジャイアンツ,4,1,7,8,0,3,2,0,2,佐藤輝4号（5回2ラン菅野）、ロハス・ジュニア2号（8回2ラン畠）,,1,3,1,1,0,1,8,"0(1),0(0),0(0),0(0),2(0),0(0),0(0),2(0),x(0)",青柳（1勝0敗）,菅野（2勝2敗）,岩崎（1セ）,https://npb.jp/scores/2022/0415/t-g-04/
2022,2022年4月16日（土）,土,1,京セラD大阪,2時間52分,オリックス・バファローズ,埼玉西武ライオンズ,3,0,6,7,0,0,0,0,0,,,1,3,0,1,0,0,5,"0(0),0(0),0(0),0(0),3(0),0(0),0(0),0(0),x(0)",山岡（2勝1敗）,隅田（1勝2敗）,平野佳（4セ）,https://npb.jp/scores/2022/0416/b-l-05/
2022,2022年4月16日（土）,土,1,マツダスタジアム,3時間18分,広島東洋カープ,中日ドラゴンズ,3,2,8,4,1,2,0,0,0,,,1,1,1,1,0,1,3,"0(0),0(2),3(0),0(0),0(0),0(0),0(0),0(0),x(0)",大瀬良（2勝1敗）,岡野（0勝1敗）,栗林（5セ）,https://npb.jp/scores/2022/0416/c-d-04/
2022,2022年4月16日（土）,土,1,横　浜,2時間14分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,6,0,14,5,0,0,2,0,2,ソト2号（1回2ラン原）、宮﨑3号（3回2ラン原）,,1,6,0,1,0,0,6,"2(0),0(0),2(0),0(0),0(0),2(0),0(0),0(0),x(0)",上茶谷（2勝0敗）,原（1勝2敗）,,https://npb.jp/scores/2022/0416/db-s-04/
2022,2022年4月16日（土）,土,1,北九州,3時間38分,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,5,6,12,8,1,0,0,2,2,,マルモレホス1号（2回ソロレイ）、西川2号（9回2ラン森）,0,1,1,0,0,2,9,"0(1),3(1),0(0),0(0),1(2),0(0),0(0),1(0),0(2)",安樂（1勝0敗）,森（0勝3敗）,松井裕（4セ）,https://npb.jp/scores/2022/0416/h-e-02/
2022,2022年4月16日（土）,土,1,ZOZOマリン,3時間50分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,4,11,9,17,2,2,0,1,1,,アルカンタラ3号（6回ソロ小野）,0,7,1,0,0,1,9,"1(0),0(0),0(1),0(1),2(4),0(1),0(4),0(0),1(0)",伊藤（1勝2敗）,石川（2勝1敗）,,https://npb.jp/scores/2022/0416/m-f-03/
2022,2022年4月16日（土）,土,1,甲子園,2時間59分,阪神タイガース,読売ジャイアンツ,2,1,5,5,1,2,0,0,0,,,1,1,0,1,0,0,6,"0(0),0(0),1(0),1(0),0(0),0(1),0(0),0(0),x(0)",ウィルカーソン（1勝0敗）,シューメーカー（0勝1敗）,岩崎（2セ）,https://npb.jp/scores/2022/0416/t-g-05/
2022,2022年4月17日（日）,日,1,京セラD大阪,3時間1分,オリックス・バファローズ,埼玉西武ライオンズ,4,3,7,7,0,1,1,2,3,吉田正1号（4回2ランエンス）,オグレディ2号（1回ソロ山﨑颯）、愛斗1号（7回ソロバルガス）,1,1,1,1,0,1,7,"0(1),0(0),0(0),2(1),1(0),1(0),0(1),0(0),x(0)",山田（1勝0敗）,エンス（1勝1敗）,平野佳（5セ）,https://npb.jp/scores/2022/0417/b-l-06/
2022,2022年4月17日（日）,日,1,マツダスタジアム,3時間30分,広島東洋カープ,中日ドラゴンズ,4,10,13,18,0,0,0,2,2,,鵜飼2号（2回ソロ森下）、阿部3号（8回2ラン菊池保）,0,6,0,0,0,0,8,"0(4),0(4),0(0),1(0),2(0),0(0),1(0),0(2),0(0)",福谷（1勝1敗）,森下（2勝1敗）,,https://npb.jp/scores/2022/0417/c-d-05/
2022,2022年4月17日（日）,日,1,横　浜,3時間44分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,4,5,9,9,0,1,1,0,1,大田1号（3回ソロ高橋）,,0,1,1,0,0,1,9,"0(0),0(0),1(0),3(0),0(0),0(2),0(0),0(2),0(1)",石山（1勝0敗）,クリスキー（0勝1敗）,マクガフ（5セ）,https://npb.jp/scores/2022/0417/db-s-05/
2022,2022年4月17日（日）,日,1,鹿児島,3時間31分,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,4,14,10,17,0,1,0,4,4,,西川3号（1回ソロ東浜）、山﨑1号（4回2ラン板東）、マルモレホス2号（6回ソロ笠谷）、辰己1号（6回ソロ笠谷）,0,10,1,0,0,2,8,"0(1),0(0),2(0),0(7),1(0),0(2),0(4),1(0),0(0)",瀧中（1勝0敗）,東浜（1勝1敗）,,https://npb.jp/scores/2022/0417/h-e-03/
2022,2022年4月17日（日）,日,1,ZOZOマリン,3時間31分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,0,1,6,1,0,0,0,1,1,,万波3号（10回ソロ西野）,0,1,0,0,1,0,10,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(1)",北山（3勝0敗）,西野（1勝2敗）,宮西（1セ）,https://npb.jp/scores/2022/0417/m-f-04/
2022,2022年4月17日（日）,日,1,甲子園,3時間4分,阪神タイガース,読売ジャイアンツ,1,3,8,5,1,0,1,1,2,糸井3号（2回ソロ赤星）,ウォーカー1号（4回3ランガンケル）,0,2,1,0,0,1,4,"0(0),1(0),0(0),0(3),0(0),0(0),0(0),0(0),0(0)",赤星（2勝1敗）,ガンケル（0勝3敗）,大勢（9セ）,https://npb.jp/scores/2022/0417/t-g-06/
2022,2022年4月19日（火）,火,0,京セラD大阪,2時間31分,オリックス・バファローズ,福岡ソフトバンクホークス,0,3,3,8,2,0,0,0,0,,,0,3,0,0,0,0,9,"0(0),0(0),0(0),0(0),0(0),0(2),0(0),0(0),0(1)",石川（1勝0敗）,山本（3勝1敗）,モイネロ（2セ）,https://npb.jp/scores/2022/0419/b-h-04/
2022,2022年4月19日（火）,火,0,バンテリンドーム,3時間21分,中日ドラゴンズ,東京ヤクルトスワローズ,4,12,7,16,1,0,1,2,3,ビシエド2号（4回2ランサイスニード）,オスナ2号（5回3ラン森）、村上4号（8回2ラン福）,0,8,0,0,0,0,8,"0(2),0(0),0(1),2(3),0(3),0(0),2(0),0(3),0(0)",サイスニード（1勝0敗）,大野雄（1勝2敗）,,https://npb.jp/scores/2022/0419/d-s-04/
2022,2022年4月19日（火）,火,0,横　浜,3時間24分,横浜DeNAベイスターズ,阪神タイガース,5,4,10,6,0,0,0,1,1,,佐藤輝5号（2回ソロロメロ）,1,1,1,1,0,1,5,"0(3),2(1),0(0),2(0),1(0),0(0),0(0),0(0),x(0)",田中健（1勝0敗）,西勇（1勝1敗）,三嶋（1セ）,https://npb.jp/scores/2022/0419/db-t-03/
2022,2022年4月19日（火）,火,0,楽天生命パーク,2時間25分,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,0,2,3,6,0,0,0,1,1,,宇佐見1号（2回2ラン田中将）,0,2,0,0,0,0,2,"0(0),0(2),0(0),0(0),0(0),0(0),0(0),0(0),0(0)",加藤（2勝1敗）,田中将（2勝1敗）,,https://npb.jp/scores/2022/0419/e-f-04/
2022,2022年4月19日（火）,火,0,東京ドーム,2時間57分,読売ジャイアンツ,広島東洋カープ,3,1,9,7,0,1,1,0,1,坂本3号（3回ソロ九里）,,1,2,0,1,0,0,8,"0(0),0(0),1(0),0(0),2(0),0(0),0(0),0(1),x(0)",戸郷（3勝1敗）,九里（1勝1敗）,大勢（10セ）,https://npb.jp/scores/2022/0419/g-c-04/
2022,2022年4月19日（火）,火,0,ベルーナドーム,2時間35分,埼玉西武ライオンズ,千葉ロッテマリーンズ,4,0,7,1,1,0,1,0,1,愛斗2号（2回3ラン小島）,,1,4,0,1,0,0,6,"0(0),3(0),0(0),0(0),0(0),1(0),0(0),0(0),x(0)",スミス（1勝0敗）,小島（0勝2敗）,,https://npb.jp/scores/2022/0419/l-m-04/
2022,2022年4月20日（水）,水,0,京セラD大阪,2時間43分,オリックス・バファローズ,福岡ソフトバンクホークス,3,2,7,6,0,1,0,1,1,,今宮1号（1回ソロ宮城）,1,1,1,1,0,1,8,"0(1),0(0),0(0),0(0),3(0),0(0),0(0),0(1),x(0)",宮城（1勝2敗）,和田（0勝1敗）,平野佳（6セ）,https://npb.jp/scores/2022/0420/b-h-05/
2022,2022年4月20日（水）,水,0,バンテリンドーム,3時間21分,中日ドラゴンズ,東京ヤクルトスワローズ,4,1,12,6,0,1,0,1,1,,村上5号（6回ソロ髙橋宏）,1,3,0,1,0,0,7,"0(0),2(0),0(0),1(0),0(0),0(1),1(0),0(0),x(0)",髙橋宏（2勝1敗）,小川（0勝2敗）,R.マルティネス（5セ）,https://npb.jp/scores/2022/0420/d-s-05/
2022,2022年4月20日（水）,水,0,横　浜,3時間22分,横浜DeNAベイスターズ,阪神タイガース,1,0,4,7,0,0,1,0,1,ソト3号（10回ソロ浜地）,,1,1,0,0,1,0,0,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(0),1x(0)",三嶋（1勝0敗）,浜地（0勝1敗）,,https://npb.jp/scores/2022/0420/db-t-04/
2022,2022年4月20日（水）,水,0,楽天生命パーク,2時間42分,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,4,2,8,5,0,1,1,0,1,浅村1号（1回2ランポンセ）,,1,2,0,1,0,0,9,"2(0),0(0),0(0),0(0),2(0),0(0),0(0),0(0),x(2)",岸（2勝0敗）,ポンセ（0勝1敗）,松井裕（5セ）,https://npb.jp/scores/2022/0420/e-f-05/
2022,2022年4月20日（水）,水,0,東京ドーム,2時間35分,読売ジャイアンツ,広島東洋カープ,5,3,8,6,0,0,0,1,1,,西川1号（5回2ランメルセデス）,1,2,1,1,0,1,8,"0(0),0(0),0(0),0(0),0(2),2(1),0(0),3(0),x(0)",髙橋（1勝0敗）,島内（0勝1敗）,大勢（11セ）,https://npb.jp/scores/2022/0420/g-c-05/
2022,2022年4月20日（水）,水,0,ベルーナドーム,2時間51分,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,0,4,1,0,1,0,0,0,,,1,3,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),0(0),1(0),2(0),x(0)",水上（1勝0敗）,美馬（0勝2敗）,増田（4セ）,https://npb.jp/scores/2022/0420/l-m-05/
2022,2022年4月21日（木）,木,0,京セラD大阪,3時間57分,オリックス・バファローズ,福岡ソフトバンクホークス,3,2,7,11,1,0,0,1,1,,野村勇1号（5回2ラン田嶋）,1,1,1,0,1,0,9,"0(0),0(0),0(0),0(0),0(2),0(0),0(0),0(0),2(0),0(0),1x(0)",ビドル（2勝0敗）,モイネロ（0勝1敗）,,https://npb.jp/scores/2022/0421/b-h-06/
2022,2022年4月21日（木）,木,0,横　浜,2時間46分,横浜DeNAベイスターズ,阪神タイガース,7,5,13,6,0,0,2,1,3,牧3号（3回3ラン齋藤）、楠本1号（4回ソロ馬場）,小野寺1号（4回満塁坂本）,1,2,1,0,0,2,5,"0(0),0(0),3(1),1(4),3(0),0x(0),(),(),()",池谷（1勝0敗）,馬場（0勝1敗）,クリスキー（1セ）,https://npb.jp/scores/2022/0421/db-t-05/
2022,2022年4月21日（木）,木,0,楽天生命パーク,3時間41分,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,8,5,11,8,0,0,2,2,4,島内1号（3回2ラン立野）、浅村2号（7回ソロ宮西）,近藤1号（3回2ラン高田孝）、今川2号（4回ソロ高田孝）,1,3,0,1,0,0,7,"0(0),0(0),6(2),0(2),0(1),0(0),2(0),0(0),x(0)",石橋（1勝0敗）,立野（1勝2敗）,松井裕（6セ）,https://npb.jp/scores/2022/0421/e-f-06/
2022,2022年4月21日（木）,木,0,東京ドーム,3時間,読売ジャイアンツ,広島東洋カープ,8,4,10,7,1,1,3,1,4,岡本和5号（2回ソロ遠藤）、ウォーカー2号（2回2ラン遠藤）、丸6号（4回ソロ遠藤）,坂倉1号（2回2ラン堀田）,1,4,0,1,0,0,6,"0(0),3(2),0(0),3(2),0(0),2(0),0(0),0(0),x(0)",平内（1勝0敗）,遠藤（1勝2敗）,,https://npb.jp/scores/2022/0421/g-c-06/
2022,2022年4月22日（金）,金,0,京セラD大阪,2時間28分,オリックス・バファローズ,千葉ロッテマリーンズ,0,4,6,9,1,0,0,2,2,,山口2号（4回ソロ山﨑福）、岡1号（4回ソロ山﨑福）,0,4,0,0,0,0,8,"0(0),0(1),0(0),0(2),0(0),0(0),0(0),0(1),0(0)",ロメロ（2勝0敗）,山﨑福（0勝3敗）,,https://npb.jp/scores/2022/0422/b-m-04/
2022,2022年4月22日（金）,金,0,マツダスタジアム,3時間30分,広島東洋カープ,横浜DeNAベイスターズ,6,1,12,8,1,1,0,0,0,,,1,5,0,1,0,0,9,"4(0),0(0),0(0),0(0),0(0),2(0),0(0),0(0),x(1)",大瀬良（3勝1敗）,ピープルズ（0勝2敗）,,https://npb.jp/scores/2022/0422/c-db-04/
2022,2022年4月22日（金）,金,0,バンテリンドーム,3時間4分,中日ドラゴンズ,読売ジャイアンツ,2,7,10,13,2,0,1,1,2,石川昂3号（2回ソロ菅野）,岡本和6号（7回ソロ田島）,0,5,0,0,0,0,8,"0(1),1(0),0(0),0(1),0(0),0(4),0(1),1(0),0(0)",菅野（3勝2敗）,柳（2勝1敗）,,https://npb.jp/scores/2022/0422/d-g-04/
2022,2022年4月22日（金）,金,0,札幌ドーム,3時間15分,北海道日本ハムファイターズ,福岡ソフトバンクホークス,12,5,13,17,0,0,3,0,3,万波4号（1回3ランレイ）、近藤2号（4回2ラン松本）、石井3号（6回2ラン田浦）,,1,7,0,1,0,0,8,"4(0),3(0),0(2),2(0),0(0),3(1),0(1),0(1),x(0)",伊藤（2勝2敗）,レイ（1勝1敗）,,https://npb.jp/scores/2022/0422/f-h-04/
2022,2022年4月22日（金）,金,0,ベルーナドーム,2時間39分,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,3,0,6,4,0,0,1,0,1,山川5号（4回ソロ早川）,,1,3,0,1,0,0,8,"0(0),0(0),0(0),1(0),0(0),0(0),0(0),2(0),x(0)",髙橋光成（2勝2敗）,早川（2勝1敗）,平良（1セ）,https://npb.jp/scores/2022/0422/l-e-03/
